sample,sc_id,mc_id,day,treatment,mc_round,age,total_seq, Enterobacteriaceae_ng, Enterococcus, Pseudomonas, Paenibacillus, Cellulosimicrobium, Enterobacteriaceae_ng, Enterobacteriaceae_ng, Enterococcus, Stenotrophomonas, Enterobacteriaceae_ng, Bombilactobacillus, Priestia, Pseudomonas, Mixta, Enterobacteriaceae_ng, Lactobacillus, Enterobacteriaceae_ng, Enterococcus, Lactobacillus, Rhizobium, Delftia, Bifidobacterium, Snodgrassella, Sphingomonas, Bombilactobacillus, Bifidobacterium, Lysinibacillus, Bifidobacterium, Curtobacterium, Lactobacillus, Roseomonas, Lactobacillus, Sphingobacterium, Paracoccus, Comamonadaceae_ng, Apilactobacillus, Pseudomonas, Dermacoccus, Schmidhempelia, Bombiscardovia, Schmidhempelia, Stenotrophomonas, Lactobacillus, Rhodococcus, Delftia, Bifidobacterium, Lactobacillus, Dermacoccus, Pseudomonas, Methylorubrum, Meiothermus, Enterobacteriaceae_ng, Pseudomonas, Stenotrophomonas, Roseomonas, Acinetobacter, Commensalibacter, Snodgrassella, Arsenophonus, Comamonas, Klebsiella, Enterococcus, Acetobacter, Bifidobacterium, Sphingobium, Bombilactobacillus, Paenibacillus, Brevundimonas, Paenibacillus, Lachnoclostridium, Lactobacillus, Leucobacter, Paenibacillus, Bombilactobacillus, Lactobacillus
M40D14,4,40,14,100 ppb,3,1,22495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290509,0,0,0,0,0,0.361858191,0.099799956,0,0,0,0,0,0,0.118604134,0,0,0,0,0,0,0,0.000133363,0,0.047521671,0.102600578,0,0,0,0,0.020893532,0.059924428,0,0,0,0,0,0,0,0,0,0,0.039831074,0,0,0,0,0,0,0,0.019782174,0,0,0,0,0,0,0,0,0
M40D3,4,40,3,100 ppb,3,1,19776,0,0,0,0,0,0,0.000151699,0,0,0,0,0.000252832,0,0,0,0.07701254,0,0,0,0,0,0.357908576,0.061842638,0,0,0,0,0,0,0.025131472,0,0,0,0,0,0,0,0,0,0.037823625,0.16191343,0,0,0,0,0.010214401,0.034283981,0,0,0,0,0,0,0.000353964,0,0.000606796,0,0.226790049,0,0,0,0,0,0,0,0.005713997,0,0,0,0,0,0,0,0,0
M40D5,4,40,5,100 ppb,3,1,28836,0,0,0,0,0,0,0,0,0,0,0,0.000173394,0,0,0,0.016056318,0,0,0,0,0,0.290262172,0.073380497,0,0,0,0,0,0,0.040400888,0,0,0,0,0,0,0,0,0,0.033673186,0.251629907,0,0,0,0,0.016437786,0.021917048,6.94E-05,0,0,0,0,0,0,0,0,0,0.255999445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M40D8,4,40,8,100 ppb,3,1,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020590909,0,0,0,0,0,0.256454545,0.060590909,0,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0.035545455,0.218863636,0,0,0,0,0.038454545,0.067363636,0,0,0,0,0,0,0,0,0,0,0.113909091,0,0,0,0,0,0,0,0.000227273,0,0,0,0,0,0,0,0,0
M41D0,4,41,0,800 ppb,3,1,19616,0,0,0,0,0,0,0,0,0,0,0,0,0.000203915,0,0,0.060562806,0,0,0.02110522,0,0,0.208911093,0.076162316,0,0,0,0,0,0,0.14233279,0,0,0,0,0,0,0,0,0,0.0262031,0.33360522,0,0,0,0,0.010603589,0.029159869,0,0,0,0,0,0,0.000152936,0,0,0,0.05617863,0,0,0,0.000305873,0,0.009685971,0,0.024826672,0,0,0,0,0,0,0,0,0
M41D14,4,41,14,800 ppb,3,1,10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698557551,0,0,0.004121283,0,0,0.128446669,0.013933863,0,0,0,0,0,0,0.00981258,0,0,0,0,0,0,0,0,0,0.01658326,0.043077225,0,0,0,0,0.015798253,0.034834658,0,0,0,0,0,0,0,0,0,0,0.014031989,0,0,0,0,0,0.006280051,0,0.014522618,0,0,0,0,0,0,0,0,0
M41D3,4,41,3,800 ppb,3,1,27968,0,0.014194794,0,0,0,0,0.028353833,0,0,0,0,0,0.821116991,0.001144165,0,0.005256007,0,0,0.000750858,0,0,0.038436785,0.004433638,0,0,0,0.002824657,0,0.000500572,0.005613558,0,0,0.001680492,0,0,0,0,0,0,0.003825801,0.02527889,0.000679348,0,0,0,0.004826945,0.005148741,0,0,0,0,0,0,0.002395595,0,0.004540904,0,0.010297483,0,0,0,0.012764588,0.000500572,0.001072654,0,0.003897311,0,0,0.000464817,0,0,0,0,0,0
M41D5,4,41,5,800 ppb,3,1,29154,0,0,0,0,0,0,0,0,0,0,0,0.000240104,0,0,0,0.004116073,0,0,0.002092337,0,0,0.266687247,0.047369143,0,0,0,0,0,0,0.030390341,0,0,0,0,0,0,0,0,0,0.023976127,0.169307814,0,0,0,0,0.018179324,0.032311175,0,0,0,0,0.000102902,0,0,0,0,0,0.394011113,0,0,0,6.86E-05,0,0.002744049,0,0.00840365,0,0,0,0,0,0,0,0,0
M41D8,4,41,8,800 ppb,3,1,19284,0,0,0,0,0,0,0.003059531,0,0,0,0,0.000362995,0.000362995,0,0,0.108794856,0,0,0.006430201,0,0,0.184090438,0.078355113,0,0,0,0,0,0,0.108276291,0,0,0,0,0,0,0,0,0,0.023024269,0.236258038,0,0,0,0,0.033499274,0.090178386,0.000311139,0,0,0,0,0,0,0,0,0,0.105527899,0,0,0,0,0,0.00674134,0,0.014727235,0,0,0,0,0,0,0,0,0
M43D0,3,43,0,Control,4,3,30178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134369408,0,0,0.011564716,0,0,0.162800716,0,0,0,0,0,0,0,0.085293923,0,0,0,0,0,0,0,9.94E-05,0,0.018722248,0.145105706,0,0,0,0,0.02365962,0.122473325,0,0,0,0,0,0,0,0,0,0,0.267810988,0,0,0,0,0,0.015839353,0,0.012260587,0,0,0,0,0,0,0,0,0
M43D14,3,43,14,Control,4,3,23968,0,0,0,0,0,0,0.30795227,0,0,0,0,0,0,0,0,0.051985981,0.040595794,0,0.010430574,0,0,0.18587283,0,0,0,0,0,0,0,0.015103471,0,0,0,0,0,0,0,0,0,0.01635514,0.065962951,0,0,0,0,0.010514019,0.051360147,0,0,0,0,0,0,0,0,0,0,0.21165721,0,0,0,0,0,0.011890854,0,0.020318758,0,0,0,0,0,0,0,0,0
M43D3,3,43,3,Control,4,3,30372,0,0,0,0,0,0,0,0,0,0,0,9.88E-05,0,0,0,0.072468063,0,0,0.045436586,0,0,0.217140788,0,0,0,0,0,0,0,0.093112077,0,0,0,0,0,0,0,0.000658501,0,0.016989332,0.096437508,0,0,0,0,0.034176215,0.078229949,0,0,0,0,0,0,0,0,0,0,0.274627947,0,0,0,0,0,0.038489398,0,0.032134861,0,0,0,0,0,0,0,0,0
M43D5,3,43,5,Control,4,3,21774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063699825,0,0,0.100303114,0,0,0.160145127,0,0,0,0,0,0,0,0.055570864,0,0,0,0,0,0,0,9.19E-05,0,0.010517131,0.07279324,0,0,0,0,0.016671259,0.038945531,0,0,0,0,0,0,0,0,0,0,0.408239184,0,0,0,0,0,0.016120143,0,0.056902728,0,0,0,0,0,0,0,0,0
M43D8,3,43,8,Control,4,3,18737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036078348,0,0,0.056786038,0,0,0.229172226,0,0,0,0,0,0,0,0.140897689,0,0,0,0,0,0,0,0,0,0.025511021,0.067353365,0,0,0,0,0.05224956,0.18391418,0,0,0,0,0,0,0,0,0,0,0.149383573,0,0,0,0,0,0.017825692,0,0.040828308,0,0,0,0,0,0,0,0,0
M44D0,3,44,0,DMSO,4,3,26393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154965332,0,0,0.041298829,0,0,0.145341568,0,0,0,0,0,0,0,0.102565074,0,0,0,0,0,0,0,0.000871443,0,0.014094646,0.083923768,0,0,0,0,0.013450536,0.113325503,0,0,0,0,0,0,0,0,0,0,0.286666919,0,0,0,0,0,0.028302959,0,0.015193422,0,0,0,0,0,0,0,0,0
M44D14,3,44,14,DMSO,4,3,31416,0,0,0,0,0,0,0.603927935,0,0,0,0,0,0,0,0,0.003565062,0.081009677,0,0.027056277,0,0,0.111694678,0,0,0,0,0,0,0,0.031289789,0,0,0,0,0,0,0,0,0,0.012700535,0.013687293,0,0,0,0,0.018398268,0.022090654,0,0,0,0,0,0,0,0,0,0,0.049942704,0,0,0,0,0,0.009549274,0,0.015087853,0,0,0,0,0,0,0,0,0
M44D3,3,44,3,DMSO,4,3,23634,0,0,0,0,0,0,0,0,0,0,0,8.46E-05,0,0,0,0.051747482,0,0,0.097105864,0,0,0.165651181,0,0,0,0,0,0,0,0.059744436,0,0,0,0,0,0,0,0.000296183,0,0.014047559,0.148303292,0,0,0,0,0.035584328,0.081450453,0,0,0,0,0,0,0,0,0,0,0.273673521,0,0,0,0,0,0.025598714,0,0.046712364,0,0,0,0,0,0,0,0,0
M44D5,3,44,5,DMSO,4,3,30533,0,0,0,0,0,0,0,0,0,0,0,9.83E-05,0,0,0,0.089411456,0,0,0.058821603,0,0,0.177774867,0,0,0,0,0,0,0,0.125831068,0,0,0,0,0,0,0,0.000294763,0,0.015163921,0.074444044,0,0,0,0,0.032980709,0.147610782,0,0,0,0,0,0,0,0,0,0,0.218484918,0,0,0,0,0,0.019028592,0,0.040055022,0,0,0,0,0,0,0,0,0
M44D8,3,44,8,DMSO,4,3,18270,0,0,0,0,0,0,0.000711549,0,0,0,0,0,0,0,0,0.033442802,0,0,0.067049808,0,0,0.199781062,0,0,0,0,0,0,0,0.082375479,0,0,0,0,0,0,0,0,0,0.019813903,0.107608101,0,0,0,0,0.033552271,0.103065134,0,0,0,0,0,0,0,0,0,0,0.299452655,0,0,0,0,0,0.014340449,0,0.038806787,0,0,0,0,0,0,0,0,0
M45D0,3,45,0,1 ppb,4,3,21977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073940938,0,0,0.031851481,0,0,0.101788233,0,0,0,0,0,0,0,0.120262092,0,0,0,0,0,0,0,0.000819038,0,0.015652728,0.168403331,0,0,0,0,0.034445102,0.205988078,0,0,0,0,0,0,0,0,0,0,0.181826455,0,0,0,0,0,0.03935933,0,0.025663193,0,0,0,0,0,0,0,0,0
M45D14,3,45,14,1 ppb,4,3,26556,0,0,0,0,0,0,0.073429733,0,0,0,0,0,0,0,0,0.040367525,0.010091881,0,0.06638801,0,0,0.284606115,0,0,0,0,0,0,0,0.101333032,0,0,0,0,0,0,0,0,0,0.018639855,0.107508661,0,0,0,0,0.049518,0.069249887,0,0,0,0,0,0,0,0,7.53E-05,0,0.097529748,0,0,0,0,0,0.039689712,0,0.041572526,0,0,0,0,0,0,0,0,0
M45D3,3,45,3,1 ppb,4,3,22756,0,0,0,0,0,0,0,0,0,0,0,0.000131833,0,0,0,0.038890842,0,0,0.032958341,0,0,0.186016875,0,0,0,0,0,0,0,0.087976797,0,0,0,0,0,0,0,0.000219722,0,0.021532783,0.085208297,0,0,0,0,0.027641062,0.108894358,0,0,0,0,0,0,0,0,0,0,0.364079803,0,0,0,0,0,0.019818949,0,0.026630339,0,0,0,0,0,0,0,0,0
M45D5,3,45,5,1 ppb,4,3,27559,0,0,0,0,0,0,0,0,0,0,0,0.000108857,0,0,0,0.036104358,0,0,0.047752096,0,0,0.235095613,0,0,0,0,0,0,0,0.048876955,0,0,0,0,0,0,0,0,0,0.01153888,0.151130302,0,0,0,0,0.036612359,0.094923618,0.000254001,0,0,0,0,0,0,0,0,0,0.284190283,0,0,0,0,0,0.025654051,0,0.027758627,0,0,0,0,0,0,0,0,0
M45D8,3,45,8,1 ppb,4,3,27227,0,0,0,0,0,0,0.000514195,0,0,0,0,0,0,0,0,0.025342491,0,0,0.036030411,0,0,0.173834796,0,0,0,0,0,0,0,0.076027473,0,0,0,0,0,0,0,0,0,0.016748081,0.119807544,0,0,0,0,0.027582914,0.100121203,0,0,0,0,0,0,0,0,0,0,0.390568186,0,0,0,0,0,0.010724648,0,0.022698057,0,0,0,0,0,0,0,0,0
M46D0,3,46,0,10 ppb,4,3,31047,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,0.172963571,0,0,0.093052469,0,0,0.203787806,0,0,0,0,0,0,0,0.038908751,0,0,0,0,0,0,0,0.001223951,0,0.015460431,0.148838857,0,0,0,0,0.012432763,0.083421909,0.001223951,0,0,0,0,0,0,0,0,0,0.166199633,0,0,0,0,0,0.03307888,0,0.0293104,0,0,0,0,0,0,0,0,0
M46D14,3,46,14,10 ppb,4,3,23980,0,0,0,0,0,0,0.069974979,0,0,0,0,0,0,0,0,0.037239366,0.010216847,0,0.058090075,0,0,0.26676397,0,0,0,0,0,0,0,0.111801501,0,0,0,0,0,0,0,0,0,0.013678065,0.136697248,0,0,0,0,0.031651376,0.068265221,0,0,0,0,0,0,0,0,0,0,0.149457882,0,0,0,0,0,0.016055046,0,0.030108424,0,0,0,0,0,0,0,0,0
M46D3,3,46,3,10 ppb,4,3,29439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132817011,0,0,0.051496314,0,0,0.151227963,0,0,0,0,0,0,0,0.072590781,0,0,0,0,0,0,0,0,0,0.018648731,0.109548558,0,0,0,0,0.025578314,0.117225449,0,0,0,0,0,0,0,0,0,0,0.250925643,0,0,0,0,0,0.030062162,0,0.039879072,0,0,0,0,0,0,0,0,0
M46D5,3,46,5,10 ppb,4,3,20190,0,0,0,0,0,0,9.91E-05,0,0,0,0,0,0,0,0,0.094205052,0,0,0.08221892,0,0,0.270926201,0,0,0,0,0,0,0,0.062308073,0,0,0,0,0,0,0,0.000396236,0,0.01778108,0.11030213,0,0,0,0,0.030262506,0.084249629,0,0,0,0,0,0,0,0,0,0,0.187914809,0,0,0,0,0,0.021743437,0,0.037592868,0,0,0,0,0,0,0,0,0
M46D8,3,46,8,10 ppb,4,3,24360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047536946,0,0,0.108374384,0,0,0.246141215,0,0,0,0,0,0,0,0.11547619,0,0,0,0,0,0,0,0.000164204,0,0.020730706,0.095238095,0,0,0,0,0.024712644,0.063546798,0,0,0,0,0,0,0,0,0,0,0.213136289,0,0,0,0,0,0.017446634,0,0.047495895,0,0,0,0,0,0,0,0,0
M47D0,3,47,0,100 ppb,4,3,23072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09223301,0,0,0.014519764,0,0,0.360480236,0,0,0,0,0,0,0,0.048153606,0,0,0,0,0,0,0,0,0,0.014259709,0.132281553,0,0,0,0,0.00654473,0.061503121,0.000520111,0,0,0.000433426,0,0,0,0,0,0,0.215976075,0,0,0,0,0,0.019937587,0,0.033157074,0,0,0,0,0,0,0,0,0
M47D14,3,47,14,100 ppb,4,3,19012,0,0,0,0,0,0,0.051020408,0,0,0,0,0,0,0,0,0.227330107,0.007205975,0,0.051704187,0,0,0.231485378,0,0,0,0,0,0,0,0.061277088,0,0,0,0,0,0,0,0,0,0.020039975,0.082789817,0,0,0,0,0.014464549,0.059646539,0,0,0,0,0,0,0,0,0,0,0.127288029,0.000105197,0,0,0,0,0.00994109,0,0.055701662,0,0,0,0,0,0,0,0,0
M47D3,3,47,3,100 ppb,4,3,27359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065718776,0,0,0.034175226,0,0,0.164662451,0,0,0,0,0,0,0,0.140904273,0,0,0,0,0,0,0,0.00036551,0,0.025658833,0.103110494,0,0,0,0,0.050732848,0.063708469,0,0,0,0,0,0,0,0,0,0,0.165941738,0,0,0,0,0,0.031068387,0,0.151394422,0,0,0,0,0,0,0,0.002558573,0
M47D5,3,47,5,100 ppb,4,3,26478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030364831,0,0,0.023982174,0,0,0.360374651,0,0,0,0,0,0,0,0.071455548,0,0,0,0,0,0,0,0.000604275,0,0.03119571,0.068169801,0,0,0,0,0.03969333,0.063637737,0,0,0,0.001284085,0,0,0,0,0,0,0.24129466,0,0,0,0,0,0.013709495,0,0.054233703,0,0,0,0,0,0,0,0,0
M47D8,3,47,8,100 ppb,4,3,23475,0,0,0,0,0,0,0.091842386,0,0,0,0,0,0,0,0,0.042300319,0.012523962,0,0.067816826,0,0,0.142449414,0,0,0,0,0,0,0,0.113013845,0,0,0,0,0,0,0,0,0,0.024366347,0.185814696,0,0,0,0,0.048264111,0.152971246,0,0,0,0,0,0,0,0,0,0,0.043535676,0,0,0,0,0,0.00715655,0,0.067944622,0,0,0,0,0,0,0,0,0
M48D0,3,48,0,800 ppb,4,3,25516,0,0,0,0,0,0,0,0,0,0,0,0.000117573,0,0,0,0.061843549,0,0,0.031000157,0,0,0.124706067,0,0,0,0,0,0,0,0.099388619,0,0,0,0,0,0,0,0.002233892,0,0.013873648,0.196151434,0,0,0,0,0.044168365,0.18992005,0,0,0,0,0.000117573,0,0,0,0,0,0.180435805,0,0,0,0,0,0.03005957,0,0.025983697,0,0,0,0,0,0,0,0,0
M48D14,3,48,14,800 ppb,4,3,25347,0,0,0,0,0,0,0.735668915,0,0,0,0,0,0,0,0,0.008955695,0.100564169,0,0.007140885,0,0,0.043082022,0,0,0,0,0,0,0,0.011086125,0,0,0,0,0,0,0,0,0,0.003866335,0.007180337,0,0,0,0,0.018305914,0.011914625,0,0,0,0,0,0,0,0,0,0,0.029983825,0,0,0,0,0,0.006509646,0,0.015741508,0,0,0,0,0,0,0,0,0
M48D3,3,48,3,800 ppb,4,3,22205,0,0,0,0,0,0,0,0,0,0,0,9.01E-05,0,0,0,0.052780905,0,0,0.060797118,0,0,0.185814006,0,0,0,0,0,0,0,0.053591533,0,0,0,0,0,0,0,9.01E-05,0,0.012204458,0.126458005,0,0,0,0,0.096239586,0.132087368,0,0,0,0,0,0,0,0,0,0,0.187074983,0,0,0,0,0,0.029542896,0,0.063229002,0,0,0,0,0,0,0,0,0
M48D5,3,48,5,800 ppb,4,3,23132,0,0,0,0,0,0,0,0,0,0,0,0.000172921,0,0,0,0.066271831,0,0,0.079932561,0,0,0.198426422,0,0,0,0,0,0,0,0.125626837,0,0,0,0,0,0,0,0.000778143,0,0.026629777,0.048331316,0,0,0,0,0.083477434,0.106821719,0,0,0,0,0,0,0,0,0,0,0.115165139,0,0,0,0,0,0.018848349,0,0.129517551,0,0,0,0,0,0,0,0,0
M48D8,3,48,8,800 ppb,4,3,23894,0,0,0,0,0,0,0.000125555,0,0,0,0,0,0,0,0,0.041014481,0,0,0.055076588,0,0,0.199506152,0,0,0,0,0,0,0,0.098141793,0,0,0,0,0,0,0,0.000460367,0,0.022474261,0.080480455,0,0,0,0,0.076420859,0.061479869,0,0,0,0,0,0,0,0,0,0,0.225579643,0,0,0,0,0,0.020297983,0,0.118941994,0,0,0,0,0,0,0,0,0
M4D0,1,4,0,10 ppb,1,1,29325,0,0,0,0,0,0,0.002421142,0,0,0,0,0,0.000102302,0,0,0.018073316,0,0,0.05370844,0,0,0,0.157612958,0,0,0.002046036,0,0,0,0.240647911,0,0,0,0,0,0,0,0,0,0.053435635,0.170946292,0,0,0,0,0.124944587,0.038397272,0,0,0,0,0,0,0,0,6.82E-05,0,0,0,0,0,0,0,0.009650469,0,0.127945439,0,0,0,0,0,0,0,0,0
M4D14,1,4,14,10 ppb,1,1,29086,0.002956749,0.01371794,0,0.000928282,0,0.002922368,0.108093241,0,0,0,0,0,0.24571959,0,0,0.00044695,0.010658049,0,0.011276903,0.00130647,0,0,0.003403699,0,0,0,0.000309427,0,0.009592244,0.007563776,0,0,0.058447363,0,0,0,0,0,0,0.006119783,0.00385065,0.06133535,0,0,0,0.015815169,0.005741594,0,0,6.88E-05,0,0,0.017946779,0.213367256,0.001547136,0.140617479,0,0,0,0.035549749,0.003678746,0,0,0.002200371,0,0.009489101,0,0.000103142,0,0,0,0.005225882,0,0,0
M4D3,1,4,3,10 ppb,1,1,29921,0,0,0,0,0,0,0.002406337,0,0,0,0,0,0.000233949,0,0,0.070819826,0,0,0.048160155,0,0,0,0.056448648,0,0,0.000969219,0,0,0,0.275057652,0,0,0,0,0,0,0,0,0,0.066007152,0.268974967,0,0,0,0,0.032719495,0.071387988,0,0,0,0,0,0,0.000100264,0,0.000701848,0,0,0,0,0,0,0,0.002807393,0,0.103205107,0,0,0,0,0,0,0,0,0
M4D5,1,4,5,10 ppb,1,1,20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032295271,0,0,0.141051519,0,0,0,0.164696271,0,0,0.002018454,0,0,0,0.11298539,0,0,0,0,0,0,0,0,0,0.055459439,0.138504421,0,0,0,0,0.162053057,0.066464821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008266052,0,0.116205306,0,0,0,0,0,0,0,0,0
M4D8,1,4,8,10 ppb,1,1,25514,0,0.003684252,0,7.84E-05,0,0.001058243,0.072665987,0,0,0,0,0,0.115975543,0,0,0.001998903,0.009249824,0,0.02520185,0,0,0,0.004115388,0,0,0,0,0,0.002273262,0.021517598,0,0,0.054597476,0,0,0,0,0,0,0.009916124,0.005918319,0.043270361,0,0,0,0.023359724,0.011366309,0,0,0,0,0,0,0.137924277,0.000156777,0.41545818,0,0,0,0.021948734,0,0,0,0.003174728,0,0.015089755,0,0,0,0,0,0,0,0,0
M50D0,4,50,0,Control,4,3,20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200382684,0,0,0.020569242,0,0,0.11690983,0.036833293,0,0,0,0,0,0,0.045682851,0,0,0,0,0,0,0,0,0,0.029323128,0.260751017,0,0,0,0,0.025831141,0.162162162,0,0,0,0,9.57E-05,0,0,0,0,0,0.007318823,0,0,0,0,0,0.025065774,0,0.069074384,0,0,0,0,0,0,0,0,0
M50D14,4,50,14,Control,4,3,27394,0,0,0,0,0,0,0.419945974,0,0,0,0,0,0,0,0,0.008140469,0.056362707,0,0.041249909,0,0,0.20369424,0.05008396,0,0,0,0,0,0,0.040154778,0,0,0,0,0,0,0,0,0,0.017631598,0.092757538,0,0,0,0,0.024165876,0.011060816,0.000219026,0,0,0,0,0,0,0,0,0,0.006497773,0,0,0,0,0,0.010221216,0,0.01781412,0,0,0,0,0,0,0,0,0
M50D3,4,50,3,Control,4,3,26028,0,0,0,0,0,0,0,0,0,0,0,0.00011526,0,0,0,0.120754572,0,0,0.04717996,0,0,0.211426156,0.042070078,0,0,0,0,0,0,0.051098817,0,0,0,0,0,0,0,0.000307361,0,0.024934686,0.160096819,0,0,0,0,0.015099124,0.044298448,0,0,0,0,0,0,0,0,0,0,0.122867681,0,0,0,0,0,0.010258183,0,0.149492854,0,0,0,0,0,0,0,0,0
M50D5,4,50,5,Control,4,3,23791,0,0,0,0,0,0,0,0,0,0,0,0.000126098,0,0,0,0.012483712,0,0,0.0354756,0,0,0.154007818,0.034466815,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0.000210164,0,0.018578454,0.543356732,0,0,0,0,0.030137447,0.043714009,0,0,0,0,0,0,0,0,0,0,0.048253541,0,0,0,0,0,0.014921609,0,0.037240973,0,0,0,0,0,0,0,0,0
M50D8,4,50,8,Control,4,3,25286,0,0,0,0,0,0,0.087676975,0,0,0,0,0,0,0,0,0.010638298,0.011231512,0,0.077275963,0,0,0.173099739,0.063829787,0,0,0,0,0,0,0.062524717,0,0,0,0,0,0,0,0,0,0.022542118,0.275013842,0,0,0,0,0.039270743,0.094083683,0,0,0,0,0,0,0,0,0,0,0.020287906,0,0,0,0,0,0.011982915,0,0.050541802,0,0,0,0,0,0,0,0,0
M51D0,4,51,0,DMSO,4,3,22691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230840421,0,0,0.059142391,0,0,0.14944251,0.054779428,0,0,0,0,0,0,0.022960645,0,0,0,0,0,0,0,0.000220352,0,0.014939844,0.200255608,0,0,0,0,0.044863602,0.095544489,0,0,0,0,0,0,0,0,0,0,0.053589529,0,0,0,0,0,0.033978229,0,0.039442951,0,0,0,0,0,0,0,0,0
M51D14,4,51,14,DMSO,4,3,27799,0,0,0,0,0,0,0.422137487,0,0,0,0,0,0,0,0,0.002410159,0.055973236,0,0.035001259,0,0,0.136695565,0.07403144,0,0,0,0,0,0,0.045109536,0,0,0,0,0,0,0,0,0,0.017986258,0.108061441,0,0,0,0,0.038382676,0.029569409,0,0,0,0,0,0,0,0,0,0,0.005216015,0,0,0,0,0,0.008921184,0,0.020504335,0,0,0,0,0,0,0,0,0
M51D3,4,51,3,DMSO,4,3,21514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068095194,0,0,0.056242447,0,0,0.15882681,0.183183044,0,0,0,0,0,0,0.04132193,0,0,0,0,0,0,0,0.000836664,0,0.016593846,0.241098819,0,0,0,0,0.041879706,0.077949242,0,0,0,0,0,0,0,0,0,0,0.070744631,0,0,0,0,0,0.010086455,0,0.03314121,0,0,0,0,0,0,0,0,0
M51D5,4,51,5,DMSO,4,3,23227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020278125,0,0,0.070220003,0,0,0.134843071,0.146984113,0,0,0,0,0,0,0.063762001,0,0,0,0,0,0,0,0.000430533,0,0.019804538,0.236405907,0,0,0,0,0.047789211,0.109226331,0,0,0,0,0,0,0,0,0,0,0.092220261,0,0,0,0,0,0.014250657,0,0.04378525,0,0,0,0,0,0,0,0,0
M51D8,4,51,8,DMSO,4,3,20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009676795,0,0,0.148829108,0,0,0.1871976,0.092074705,0,0,0,0,0,0,0.04393265,0,0,0,0,0,0,0,0.00024192,0,0.024240372,0.23016257,0,0,0,0,0.063189472,0.059996129,0,0,0,0,0,0,0,0,0,0,0.062995936,0,0,0,0,0,0.01886975,0,0.058592994,0,0,0,0,0,0,0,0,0
M52D0,4,52,0,1 ppb,4,3,20205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096857214,0,0,0.037564959,0,0,0.047908933,0.024350408,0,0,0,0,0,0,0.087404108,0,0,0,0,0,0,0,0,0,0.021331354,0.301855976,0,0,0,0,0.055976244,0.267112101,0,0,0,0,0,0,0,0,0,0,0.027270478,0,0,0,0,0,0.004256372,0,0.028111854,0,0,0,0,0,0,0,0,0
M52D14,4,52,14,1 ppb,4,3,26054,0,0,0,0,0,0,0.137445306,0,0,0,0,7.68E-05,0,0,0,0.033584095,0.020572657,0,0.061756352,0,0,0.194250403,0.101635066,0,0,0,0,0,0,0.042488677,0,0,0,0,0,0,0,0,0,0.025830966,0.153834344,0,0,0,0,0.019574729,0.068972135,0,0,0,7.68E-05,0,0,0,0,0,0,0.07518999,0,0,0,0,0,0.016580947,0,0.048130805,0,0,0,0,0,0,0,0,0
M52D3,4,52,3,1 ppb,4,3,25243,0,0,0,0,0,0,0,0,0,0,0,0.000277305,0,0,0,0.005348017,0,0,0.07598146,0,0,0.233688547,0.065285426,0,0,0,0,0,0,0.074555322,0,0,0,0,0,0,0,0.000277305,0,0.02452165,0.230519352,0,0,0,0,0.06251238,0.158222081,0,0,0,0,0,0,0,0,0,0,0.012716397,0,0,0,0,0,0.003486115,0,0.052608644,0,0,0,0,0,0,0,0,0
M52D5,4,52,5,1 ppb,4,3,24507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012282205,0,0,0.035296038,0,0,0.259762517,0.085077733,0,0,0,0,0,0,0.089199004,0,0,0,0,0,0,0,0.000530461,0,0.019627045,0.310523524,0,0,0,0,0.058105847,0.040315012,0,0,0,0,0,0,0,0,0,0,0.033378218,0,0,0,0,0,0.007875301,0,0.048027094,0,0,0,0,0,0,0,0,0
